Spot / Vendor,Type
French Kiss Divers - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Tamarind Divers - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Online Bali Driver - Tur Harian - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Bali Safest Driver - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)']"
Nico Dives Cool - Tur Harian - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Good Bali Driver - Bali,['Tur (5.854)']
Let's Dive Tulamben - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Safe Bali Driver (Ketut Suwenda) - Tur Harian - Bali,"['Tur (5.854)', 'Transportasi (1.247)']"
Hire Bali Tour - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)']"
Legian Driver Bali - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Bali Golden Tour - Bali,['Tur (5.854)']
Evolution Diver - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Traveling Spoon - Bali,"['Tur (5.854)', 'Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
DPM Diving Nusa Penida - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
ForeverVacation Bali - Bali,"['Tur (5.854)', 'Aktivitas Luar Ruangan (3.740)']"
Breathing Cold - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Kursus & Sanggar (432)']"
Bali Tour Activities - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
PADI No Fear Diving - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Neptune Scuba Diving - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Dewata Memories Tours - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)', 'Makanan & Minuman (349)']"
La Bila Dive Resort Amed - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Mambo Dive Resort - Bali,"['Aktivitas Luar Ruangan (3.740)', 'Tur dengan Perahu & Olahraga Air (2.078)']"
Bali Sunrise Trekking and Tour - Bali,['Aktivitas Luar Ruangan (3.740)']
Legend Diving Lembongan - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Dive Concepts Lembongan - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Amed White Sand Divers - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Purple Dive Penida - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Bali Jetpacks and Water Sports - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Baliberty Day Trips - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Amansuka Tour - Tur Harian - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Blue Corner Dive Nusa Penida - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Pure Dive Resort - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Warnakali - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Roctopus Dive Lembongan - Bali,['Tur dengan Perahu & Olahraga Air (2.078)']
Bhava Spa Benoa - Bali,['Spa & Kebugaran (1.294)']
Heavenly Spa by Westin™ - Bali,['Spa & Kebugaran (1.294)']
Zahra Spa - Bali,['Spa & Kebugaran (1.294)']
Bhava Spa - Bali,['Spa & Kebugaran (1.294)']
Zanti The Retreat - Bali,['Spa & Kebugaran (1.294)']
Tejas Spa Jembawan - Bali,"['Spa & Kebugaran (1.294)', 'Spa & Kebugaran (1.294)']"
Jembawan Spa - Bali,['Spa & Kebugaran (1.294)']
Ubud Traditional Spa - Bali,['Spa & Kebugaran (1.294)']
Solace Float - Bali,['Spa & Kebugaran (1.294)']
Tonic Body and Soul Spa - Bali,['Spa & Kebugaran (1.294)']
Nusa Bali Spa - Bali,['Spa & Kebugaran (1.294)']
Rehat Massage & Reflexology - Bali,['Spa & Kebugaran (1.294)']
Ubud Pilates - Bali,['Spa & Kebugaran (1.294)']
DaLa Spa - Bali,['Spa & Kebugaran (1.294)']
Terapung Float Club Seminyak - Bali,['Spa & Kebugaran (1.294)']
Tejas Spa Arya - Bali,['Spa & Kebugaran (1.294)']
De Nyuh Spa - Bali,['Spa & Kebugaran (1.294)']
Spa Glow di Mandira - Bali,['Spa & Kebugaran (1.294)']
Fortitude Bali - Bali,['Spa & Kebugaran (1.294)']
Spa Karsa - Bali,['Spa & Kebugaran (1.294)']
Tempat pengobatan Taksu Healing Haven - Bali,['Spa & Kebugaran (1.294)']
Bali Barber & Spa - Bali,['Spa & Kebugaran (1.294)']
Two Angel Lembongan Spa - Bali,['Spa & Kebugaran (1.294)']
Body Factory Bali - Bali,['Spa & Kebugaran (1.294)']
Serenity Yoga Lembongan - Bali,"['Spa & Kebugaran (1.294)', 'Kursus & Sanggar (432)']"
The Nest Beachside Spa - Bali,['Spa & Kebugaran (1.294)']
Apneista - Bali,['Spa & Kebugaran (1.294)']
Juwuk Manis Relaxing - Bali,['Spa & Kebugaran (1.294)']
Pranava Yoga - Bali,['Spa & Kebugaran (1.294)']
The Spa & Wellness Studio at The Amala - Bali,['Spa & Kebugaran (1.294)']
Bali Trip Driver - Bali,['Transportasi (1.247)']
Pemuteran Menjangan Bali Transport - Bali,['Transportasi (1.247)']
Joe's Bali Tours - Bali,['Transportasi (1.247)']
Namaste Taxi & Tours - Bali,['Transportasi (1.247)']
Pemuteran Taxi Bali Tour - Bali,['Transportasi (1.247)']
Bali delta tour - Bali,['Transportasi (1.247)']
Joy Bali Tour - Bali,['Transportasi (1.247)']
Parto Bali Driver - Bali,['Transportasi (1.247)']
Sunia Bali Tour - Bali,['Transportasi (1.247)']
Private Bali Transport - Bali,['Transportasi (1.247)']
BaliHit - Bali,"['Transportasi (1.247)', 'Tempat Belanja (766)']"
Made Tour Driver Bali - Bali,['Transportasi (1.247)']
Family Bali Tours - Tur Harian - Bali,['Transportasi (1.247)']
Resi Bali Tour - Bali,['Transportasi (1.247)']
Bali Tours and Private Driver - Bali,"['Transportasi (1.247)', 'Tempat Belanja (766)']"
Bali Taxy Driver - Bali,['Transportasi (1.247)']
Bali Tour Guide - Day Tours - Bali,['Transportasi (1.247)']
Bali Holiday Transport - Bali,['Transportasi (1.247)']
Putu Rembo - Bali Private Tour Guide & Driver - Bali,['Transportasi (1.247)']
Upadani Bali Tour - Bali,['Transportasi (1.247)']
Adimelali Bali - Bali,"['Transportasi (1.247)', 'Pemandangan & Tengara (364)']"
Balicab - Private Day Tours - Bali,['Transportasi (1.247)']
TripGuru Bali - Bali,['Transportasi (1.247)']
Bali Agung Tours - Tur Harian - Bali,['Transportasi (1.247)']
Ketut Bali Drivers - Bali,['Transportasi (1.247)']
Pemuteran Taxi Driver - Bali,['Transportasi (1.247)']
Leo Bali Driver - Bali,['Transportasi (1.247)']
Gili Getaway - Bali,['Transportasi (1.247)']
Sai Bali Tours - Bali,['Tempat Belanja (766)']
Bali Local Private Driver - Bali,['Tempat Belanja (766)']
Reliable Bali Driver - Bali,['Tempat Belanja (766)']
Bali Journey Tours - Bali,['Tempat Belanja (766)']
Ubud Private Driver (Made Ada) - Tur Harian - Bali,['Tempat Belanja (766)']
The Cheapest Travel Bali - Day Tours - Bali,['Tempat Belanja (766)']
Bali Driver Private Tour - Tur Harian - Bali,['Tempat Belanja (766)']
Bali Smart Tours - Bali,['Tempat Belanja (766)']
Above the Clouds Natural Wear - Nyuh Kuning - Bali,['Tempat Belanja (766)']
Saba Bali Trans - Tur Harian - Bali,['Tempat Belanja (766)']
JJ Bali - Bali,['Tempat Belanja (766)']
Kupu-Kupu Foundation Shop - Bali,['Tempat Belanja (766)']
Rio Bali Tours - Bali,['Tempat Belanja (766)']
Toko Perhiasan John Hardy - Bali,['Tempat Belanja (766)']
Five Art Studio - Bali,"['Tempat Belanja (766)', 'Kursus & Sanggar (432)', 'Hiburan & Permainan (207)', 'Museum (135)']"
Maps Bali Tour - Bali,['Tempat Belanja (766)']
Samasta Lifestyle Village - Bali,"['Tempat Belanja (766)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Bagus Saat Hujan (1.380)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Masuk Gratis (437)']"
Threads of Life - Bali,"['Tempat Belanja (766)', 'Museum (135)']"
Bali Tour Operator - Bali,['Tempat Belanja (766)']
Penjahit Anika - Bali,['Tempat Belanja (766)']
Kuta Leather And Tailor - Bali,['Tempat Belanja (766)']
Purpa Fine Art Gallery - Bali,"['Tempat Belanja (766)', 'Museum (135)', 'Cocok untuk Pasangan (2.253)', 'Bagus Saat Hujan (1.380)', 'Masuk Gratis (437)', 'Tempat yang Belum Populer (327)']"
Nyaman Gallery - Bali,"['Tempat Belanja (766)', 'Museum (135)', 'Bagus Saat Hujan (1.380)', 'Masuk Gratis (437)']"
Mendira House - Bali,['Tempat Belanja (766)']
Batik Ikat - Bali,['Tempat Belanja (766)']
Semar Kuning Artist Cooperative - Bali,"['Tempat Belanja (766)', 'Museum (135)', 'Tempat yang Belum Populer (327)']"
Krakakoa Chocolate Factory & Store - Bali,['Tempat Belanja (766)']
Ubud Bali Driver Private Tour - Bali,['Tempat Belanja (766)']
Jeding Bali Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Periuk Bali Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Ketut's Bali Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Chef Mudana Cooking Class Sanur - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Surf Well Bali - Bali,['Kursus & Sanggar (432)']
Bali Manggang Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Paon Bali Sekolah Kuliner - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
I Nyoman Warta Batik Class - Bali,['Kursus & Sanggar (432)']
Canting Bali Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Chez Monique Smith - Kursus kerajinan perak - Bali,['Kursus & Sanggar (432)']
MEXX Kursus memasak Bali - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Kursus Memasak Lobong - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Tresna Bali Cooking School - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Cooking Lesson Chez Rico - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Subak Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Green Kitchen - Bali,['Kursus & Sanggar (432)']
Studio Perhiasan Sanur - Bali,['Kursus & Sanggar (432)']
Bale Delod Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Deking Batik Class - Bali,['Kursus & Sanggar (432)']
Chef Bagus Balinese Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Kursus Masak Ubad Ubud Bali - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Kursus Sekar Jagat Spa - Bali,['Kursus & Sanggar (432)']
Jambangan Bali Cooking Class - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Balinese Cooking Class at The Amala - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Kelas Masak Chef Dean - Bali,"['Kursus & Sanggar (432)', 'Makanan & Minuman (349)']"
Ubud Botany Interactive - Bali,['Kursus & Sanggar (432)']
Teras Sawah Tegalalang - Bali,"['Pemandangan & Tengara (364)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Masuk Gratis (437)']"
Jatiluwih Warisan Budaya Dunia - Bali,"['Pemandangan & Tengara (364)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)']"
Kapal Karam USS Liberty - Bali,"['Pemandangan & Tengara (364)', 'Wisata Alam & Taman (320)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)']"
Pura Gunung Kawi Sebatu - Bali,['Pemandangan & Tengara (364)']
Suarta Bali Tour - Bali,['Pemandangan & Tengara (364)']
Tirta Gangga - Bali,"['Pemandangan & Tengara (364)', 'Wisata Alam & Taman (320)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)']"
Ubud Kajeng Rice Fields Walk - Bali,"['Pemandangan & Tengara (364)', 'Tempat yang Belum Populer (327)']"
Gunung Kawi - Bali,"['Pemandangan & Tengara (364)', 'Tempat yang Belum Populer (327)']"
Brahma Vihara Arama - Bali,['Pemandangan & Tengara (364)']
Pura Tirta Empul Segara Merta Sari - Bali,['Pemandangan & Tengara (364)']
St. Francis Xavier Catholic Church - Bali,['Pemandangan & Tengara (364)']
Taman Ujung - Bali,['Pemandangan & Tengara (364)']
Pura Luhur Batukaru - Bali,['Pemandangan & Tengara (364)']
Patung Satria Gatotkaca - Bali,['Pemandangan & Tengara (364)']
Cosmo Salon and Spa - Bali,['Pemandangan & Tengara (364)']
Pura Tirta Empul - Bali,['Pemandangan & Tengara (364)']
Desa Penglipuran - Bali,['Pemandangan & Tengara (364)']
Bali Pulina - Pariwisata Pertanian - Bali,"['Pemandangan & Tengara (364)', 'Cocok untuk Anak-Anak (1.421)', 'Lokasi bulan madu (873)', 'Masuk Gratis (437)']"
Pura Kehen - Bali,"['Pemandangan & Tengara (364)', 'Tempat yang Belum Populer (327)']"
Taman Nusa - Bali,['Pemandangan & Tengara (364)']
Pura Taman Ayun - Bali,['Pemandangan & Tengara (364)']
Monumen Ground Zero - Bali,['Pemandangan & Tengara (364)']
Istana Tampak Siring - Bali,['Pemandangan & Tengara (364)']
Japanese Ship Wreck Point - Bali,['Pemandangan & Tengara (364)']
Campuhan Ridge Walk - Bali,"['Pemandangan & Tengara (364)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Masuk Gratis (437)', 'Tempat yang Belum Populer (327)']"
Pura Gunung Lebah - Bali,['Pemandangan & Tengara (364)']
Pura Ulun Danu Bratan - Bali,['Pemandangan & Tengara (364)']
Garlic Lane - Bali,"['Pemandangan & Tengara (364)', 'Bagus Saat Hujan (1.380)']"
Pura Saraswati - Bali,"['Pemandangan & Tengara (364)', 'Lokasi bulan madu (873)']"
Breezy Tours - Bali,['Makanan & Minuman (349)']
Balinese Farm Cooking & Organic Farm - Bali,['Makanan & Minuman (349)']
Kursus Masak Caraway - Bali,['Makanan & Minuman (349)']
Anika Balinese - Kursus masak - Bali,['Makanan & Minuman (349)']
Kursus Masak - Bamboo Shoots Cooking School - Bali,['Makanan & Minuman (349)']
Nia Cooking Class - Bali,['Makanan & Minuman (349)']
KDongDing Local Culinary Journey - Day Class - Bali,['Makanan & Minuman (349)']
Cobek Bali Cooking Class - Bali,['Makanan & Minuman (349)']
Balinese Cooking Class at The Bale - Bali,['Makanan & Minuman (349)']
Kubu Terrace Jatiluwih - Bali,['Makanan & Minuman (349)']
Mandala Suci Wenara Wana - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Berjiwa petualang (346)']"
Pantai Diamond - Bali,"['Wisata Alam & Taman (320)', 'Wisata Alam & Taman (320)', 'Berjiwa petualang (346)']"
Air Terjun Banyumala - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Pantai Kelingking - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Aussie Bali Adventures - Bali,['Wisata Alam & Taman (320)']
Beji Guwang Hidden Canyon - Bali,['Wisata Alam & Taman (320)']
Air Terjun Nungnung - Bali,"['Wisata Alam & Taman (320)', 'Berjiwa petualang (346)']"
Bali Eco Tours - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Pantai Atuh - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Pantai Melasti - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Masuk Gratis (437)', 'Tempat yang Belum Populer (327)']"
Air Terjun Les - Bali,['Wisata Alam & Taman (320)']
Gunung Agung - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Pantai Gunung Payung - Bali,['Wisata Alam & Taman (320)']
Pantai Pasih Uug - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)']"
Toekad Adventure - Bali,['Wisata Alam & Taman (320)']
Air Terjun Sekumpul - Bali,"['Wisata Alam & Taman (320)', 'Harga terjangkau (1.715)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Bali Sea Turtle Society (BSTS) - Bali,['Wisata Alam & Taman (320)']
Taman Burung Bali - Bali,"['Wisata Alam & Taman (320)', nan, 'Cocok untuk Pasangan (2.253)', 'Cocok untuk Anak-Anak (1.421)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)']"
Air Terjun Aling-Aling - Bali,"['Wisata Alam & Taman (320)', 'Berjiwa petualang (346)']"
Bali Zoo - Bali,"['Wisata Alam & Taman (320)', nan, 'Cocok untuk Anak-Anak (1.421)']"
Air Terjun Melanting - Bali,['Wisata Alam & Taman (320)']
Pusat Konservasi dan Pendidikan Penyu - Bali,"['Wisata Alam & Taman (320)', 'Tempat yang Belum Populer (327)']"
Pulau Menjangan - Bali,['Wisata Alam & Taman (320)']
Pantai Lipah - Bali,['Wisata Alam & Taman (320)']
Pantai Suluban - Bali,"['Wisata Alam & Taman (320)', 'Lokasi bulan madu (873)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Pantai Tegal Wangi - Bali,"['Wisata Alam & Taman (320)', 'Tempat yang Belum Populer (327)']"
Air Terjun Tibumana - Bali,['Wisata Alam & Taman (320)']
Air Terjun Tukad Cepung - Bali,"['Wisata Alam & Taman (320)', 'Cocok untuk Penggemar Aktivitas Ekstrem (684)', 'Berjiwa petualang (346)', 'Tempat yang Belum Populer (327)']"
Pandora Experience Escape Room Bali - Bali,['Hiburan & Permainan (207)']
Totem Room Escape - Bali,['Hiburan & Permainan (207)']
CrossFit Wanderlust - Bali,['Hiburan & Permainan (207)']
Ubud Horse Stables - Bali,"['Hiburan & Permainan (207)', nan]"
Beachwalk XXI Cineplex Bali - Bali,['Hiburan & Permainan (207)']
Peek A Boo - Bali,"['Hiburan & Permainan (207)', 'Bagus Saat Hujan (1.380)']"
Shooters Bali - Bali,['Hiburan & Permainan (207)']
Splash Bali - Bali,['Hiburan & Permainan (207)']
Royal Orchid Spa - Bali,['Hiburan & Permainan (207)']
Nyoman Suarsa Painting Classes - Bali,['Hiburan & Permainan (207)']
SOS from the Deep - Bali,['Hiburan & Permainan (207)']
Finns Recreation Club - Bali,"['Hiburan & Permainan (207)', 'Taman Air & Taman Hiburan (22)']"
Bounce Bali - Bali,['Hiburan & Permainan (207)']
Bali Mini Golf - Bali,['Hiburan & Permainan (207)']
Terrace River Pool Swing - Bali,['Hiburan & Permainan (207)']
Paradiso Ubud - Bali,['Hiburan & Permainan (207)']
Asana Artseum Bali - Bali,['Hiburan & Permainan (207)']
my bali experience - Bali,"['Hiburan & Permainan (207)', 'Hiburan malam (193)']"
Luna Retreats - Bali,['Hiburan & Permainan (207)']
White Rabbit VR - Bali,['Hiburan & Permainan (207)']
Bali Apik Tour Organizer - Bali,['Hiburan & Permainan (207)']
Hire Bali Best Driver - Bali,"['Hiburan & Permainan (207)', 'Hiburan malam (193)']"
Kevala Studio Ceramic - Bali,['Hiburan & Permainan (207)']
"Luna Transformative Workshops, Circles and Experiences - Bali",['Hiburan & Permainan (207)']
Lanang Bali Trip - Bali,"['Hiburan & Permainan (207)', 'Hiburan malam (193)']"
SuperHuman Fitness Bali - Bali,['Hiburan & Permainan (207)']
Bali Climbing - Bali,['Hiburan & Permainan (207)']
Genuine Bali - Bali,['Hiburan & Permainan (207)']
"KaMI Melali Tour Organizer, Vehicle Rentals & Government Administration Services - Bali",['Hiburan & Permainan (207)']
LXXY Bali - Bali,['Hiburan malam (193)']
Mekar Tour And Driver - Bali,['Hiburan malam (193)']
Bali Joe Bar - Bali,['Hiburan malam (193)']
Sky Garden - Bali,['Hiburan malam (193)']
Ku De Ta Bar - Bali,['Hiburan malam (193)']
Sunset Point Uluwatu - Bali,['Hiburan malam (193)']
The Late Bali - Bali,['Hiburan malam (193)']
Omnia Bali Day Club - Bali,['Hiburan malam (193)']
Pretty Poison - Bali,['Hiburan malam (193)']
Bali Family Safe Tours - Bali,['Hiburan malam (193)']
Barrio & Co - Bali,['Hiburan malam (193)']
Espresso Bar - Bali,['Hiburan malam (193)']
Mixwell Bar - Bali,['Hiburan malam (193)']
Bar Ella n Dut - Bali,['Hiburan malam (193)']
Wanna Jungle Pool and Bar - Bali,['Hiburan malam (193)']
Lumbung Sari House of Coffee - Bali,['Hiburan malam (193)']
Teds Bar - Bali,['Hiburan malam (193)']
"Bar ""My Bar"" - Bali",['Hiburan malam (193)']
Bali paradiso - Bali,['Hiburan malam (193)']
Stumpys Bar - Bali,['Hiburan malam (193)']
Pande N Lily Bar - Bali,['Hiburan malam (193)']
Bar Sunshine - Bali,['Hiburan malam (193)']
Ubud Shisha - Bali,['Hiburan malam (193)']
Bali Bite & Beyond Food Tour - Bali,['Hiburan malam (193)']
Empire Bali - Bali,['Hiburan malam (193)']
Blow Bar Bali - Bali,['Hiburan malam (193)']
Jimmy's Bar - Bali,['Hiburan malam (193)']
Galeria Wayang dan Topeng Setia Darma - Bali,"['Museum (135)', 'Bagus Saat Hujan (1.380)', 'Tempat yang Belum Populer (327)']"
Museum PASIFIKA - Bali,"['Museum (135)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Bagus Saat Hujan (1.380)', 'Cocok untuk Kelompok Besar (1.244)', 'Lokasi bulan madu (873)', 'Tempat yang Belum Populer (327)']"
Museum Kesenian Agung Rai (ARMA) - Bali,"['Museum (135)', 'Konser & Pertunjukan (47)']"
Neka Art Museum - Bali,"['Museum (135)', 'Bagus Saat Hujan (1.380)']"
DMZ Bali 3D Art Museum - Bali,"['Museum (135)', 'Cocok untuk Pasangan (2.253)', 'Harga terjangkau (1.715)', 'Cocok untuk Anak-Anak (1.421)', 'Bagus Saat Hujan (1.380)', 'Cocok untuk Kelompok Besar (1.244)', 'Berjiwa petualang (346)']"
