Spot / Vendor,Type,reviewers,link
Bali Local Host - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",545,https://www.tripadvisor.co.id/Attraction_Review-g469404-d15699889-Reviews-Bali_Local_Host-Seminyak_Kuta_District_Bali.html
Hire Bali Tour - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",793,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8097997-Reviews-Hire_Bali_Tour_Driver-Seminyak_Kuta_District_Bali.html
Adventure Scuba Diving Bali - Petualangan menyelam - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",1183,https://www.tripadvisor.co.id/Attraction_Review-g469404-d4043558-Reviews-Adventure_Scuba_Diving_Bali-Seminyak_Kuta_District_Bali.html
Bali Natural Tours - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",424,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12123247-Reviews-Bali_Natural_Tours-Seminyak_Kuta_District_Bali.html
Galih Bali Tour - Seminyak,['Tur (204)'],749,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3264776-Reviews-Galih_Bali_Tour-Seminyak_Kuta_District_Bali.html
Bali Style Surf Lesson - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",145,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12175705-Reviews-Bali_Style_Surf_Lesson-Seminyak_Kuta_District_Bali.html
Santai Surf School Bali - Kursus Selancar - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",1198,https://www.tripadvisor.co.id/Attraction_Review-g469404-d4373202-Reviews-Santai_Surf_School_Bali-Seminyak_Kuta_District_Bali.html
Bali Driver Recommendation - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",356,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7146255-Reviews-Bali_Driver_Recommendation-Seminyak_Kuta_District_Bali.html
The Cheapest Travel Bali - Day Tours - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tempat Belanja (74)', 'Tur dengan Perahu & Olahraga Air (73)']",626,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8289941-Reviews-The_Cheapest_Travel_Bali_Day_Tours-Seminyak_Kuta_District_Bali.html
Smile Bali Tours - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",118,https://www.tripadvisor.co.id/Attraction_Review-g469404-d17366940-Reviews-Smile_Bali_Tours-Seminyak_Kuta_District_Bali.html
Johnny Bali Tour -Tur Harian - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",200,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6838903-Reviews-Johnny_Bali_Tour_Day_Tours-Seminyak_Kuta_District_Bali.html
Bali Driver Private Tour - Tur Harian - Seminyak,"['Tur (204)', 'Tempat Belanja (74)']",332,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7745574-Reviews-Bali_Driver_Private_Tour_Day_Tours-Seminyak_Kuta_District_Bali.html
Seminyak Tour Driver Bali - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",1270,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6663022-Reviews-Seminyak_Tour_Driver_Bali-Seminyak_Kuta_District_Bali.html
Private Bali Transport - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Transportasi (45)']",129,https://www.tripadvisor.co.id/Attraction_Review-g469404-d14251072-Reviews-Private_Bali_Transport-Seminyak_Kuta_District_Bali.html
Mano Tour Guide Bali - Seminyak,['Tur (204)'],191,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6598974-Reviews-Mano_Tour_Guide_Bali-Seminyak_Kuta_District_Bali.html
Bali Bliss Tour - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",404,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2314115-Reviews-Bali_Bliss_Tour-Seminyak_Kuta_District_Bali.html
Rio Bali Tours - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tempat Belanja (74)', 'Tur dengan Perahu & Olahraga Air (73)']",931,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6848919-Reviews-Rio_Bali_Tours-Seminyak_Kuta_District_Bali.html
Bali Honest Driver - Seminyak,['Tur (204)'],408,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8178982-Reviews-Bali_Honest_Driver-Seminyak_Kuta_District_Bali.html
Bali A1 Driver - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",322,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7506246-Reviews-Bali_A1_Driver-Seminyak_Kuta_District_Bali.html
Sarin Melali Tour - Seminyak,['Tur (204)'],90,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10214478-Reviews-Sarin_Melali_Tour-Seminyak_Kuta_District_Bali.html
Gede Bali Driver - Seminyak,['Tur (204)'],423,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6706020-Reviews-Gede_Bali_Driver-Seminyak_Kuta_District_Bali.html
Bali Made Tour - Tur Harian - Seminyak,['Tur (204)'],1313,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2538956-Reviews-Bali_Made_Tour_Day_Tours-Seminyak_Kuta_District_Bali.html
Bali Trekking Tour - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",221,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8178581-Reviews-Bali_Trekking_Tour-Seminyak_Kuta_District_Bali.html
Citra Bali Activities - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",90,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7139031-Reviews-Citra_Bali_Activities-Seminyak_Kuta_District_Bali.html
Bali Food Safari Seminyak Tour - Seminyak,"['Tur (204)', 'Makanan & Minuman (23)']",320,https://www.tripadvisor.co.id/Attraction_Review-g469404-d5501796-Reviews-Bali_Food_Safari_Seminyak_Tour-Seminyak_Kuta_District_Bali.html
Stunning Bali Tours - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",80,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8775889-Reviews-Stunning_Bali_Tours-Seminyak_Kuta_District_Bali.html
Motor Adventure Bali - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)']",109,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8837273-Reviews-Motor_Adventure_Bali-Seminyak_Kuta_District_Bali.html
Mayor Bali Tours - Seminyak,"['Tur (204)', 'Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",97,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8775959-Reviews-Mayor_Bali_Tours-Seminyak_Kuta_District_Bali.html
Zanti The Retreat - Seminyak,['Spa & Kebugaran (164)'],308,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7007356-Reviews-Zanti_The_Retreat-Seminyak_Kuta_District_Bali.html
Terapung Float Club Seminyak - Seminyak,['Spa & Kebugaran (164)'],134,https://www.tripadvisor.co.id/Attraction_Review-g469404-d16799565-Reviews-Terapung_Float_Club_Seminyak-Seminyak_Kuta_District_Bali.html
Bali Barber & Spa - Seminyak,['Spa & Kebugaran (164)'],699,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7787946-Reviews-Bali_Barber_Spa-Seminyak_Kuta_District_Bali.html
The Spa & Wellness Studio at The Amala - Seminyak,['Spa & Kebugaran (164)'],250,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7207107-Reviews-The_Spa_Wellness_Studio_at_The_Amala-Seminyak_Kuta_District_Bali.html
Spa di Samaya - Seminyak,['Spa & Kebugaran (164)'],183,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3308164-Reviews-Spa_at_The_Samaya_Seminyak-Seminyak_Kuta_District_Bali.html
Putri Ubud Spa - Seminyak,['Spa & Kebugaran (164)'],116,https://www.tripadvisor.co.id/Attraction_Review-g469404-d13117649-Reviews-Putri_Ubud_Spa-Seminyak_Kuta_District_Bali.html
JazB Beauty Space - Seminyak,['Spa & Kebugaran (164)'],852,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2320628-Reviews-JazB_Beauty_Space-Seminyak_Kuta_District_Bali.html
The Care Day Spa - Seminyak,['Spa & Kebugaran (164)'],709,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3435765-Reviews-The_Care_Day_Spa-Seminyak_Kuta_District_Bali.html
De Nyuh Spa - Seminyak,['Spa & Kebugaran (164)'],583,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3258069-Reviews-De_Nyuh_Spa-Seminyak_Kuta_District_Bali.html
Therapy - Seminyak,['Spa & Kebugaran (164)'],570,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10758688-Reviews-Therapy-Seminyak_Kuta_District_Bali.html
Sundari Day Spa - Seminyak,['Spa & Kebugaran (164)'],2146,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2371022-Reviews-Sundari_Day_Spa-Seminyak_Kuta_District_Bali.html
Bali Gift Spa - Seminyak,['Spa & Kebugaran (164)'],366,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6522177-Reviews-BALI_gift_SPA-Seminyak_Kuta_District_Bali.html
Spa Lagoon Seminyak - Seminyak,['Spa & Kebugaran (164)'],574,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3171756-Reviews-Lagoon_Spa_Seminyak-Seminyak_Kuta_District_Bali.html
TSL The Shampoo Lounge - Seminyak,['Spa & Kebugaran (164)'],774,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6600988-Reviews-TSL_The_Shampoo_Lounge_Seminyak-Seminyak_Kuta_District_Bali.html
Chil Reflexology - Pijat Refleksi - Seminyak,['Spa & Kebugaran (164)'],725,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1977279-Reviews-Chill_Reflexology-Seminyak_Kuta_District_Bali.html
Spa Prana - Seminyak,['Spa & Kebugaran (164)'],914,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1752813-Reviews-Prana_Spa-Seminyak_Kuta_District_Bali.html
Jari Menari - Seminyak,['Spa & Kebugaran (164)'],850,https://www.tripadvisor.co.id/Attraction_Review-g469404-d663717-Reviews-Jari_Menari-Seminyak_Kuta_District_Bali.html
Spring Spa Seminyak Village - Seminyak,['Spa & Kebugaran (164)'],368,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12378660-Reviews-Spring_Spa_Seminyak_Village-Seminyak_Kuta_District_Bali.html
Eco Bali Spa - Seminyak,['Spa & Kebugaran (164)'],271,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7812627-Reviews-Eco_Bali_Spa-Seminyak_Kuta_District_Bali.html
Spring Spa Bali - Seminyak,['Spa & Kebugaran (164)'],512,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6522188-Reviews-Spring_Seminyak_opp_the_W_Hotel-Seminyak_Kuta_District_Bali.html
Re Day Spa - Seminyak,['Spa & Kebugaran (164)'],210,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8380416-Reviews-Re_Day_Spa-Seminyak_Kuta_District_Bali.html
Aspya Massage Beauty Hair - Seminyak,['Spa & Kebugaran (164)'],212,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3971795-Reviews-Aspya_Massage_Beauty_Hair-Seminyak_Kuta_District_Bali.html
Kimberly Spa - Seminyak,['Spa & Kebugaran (164)'],296,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10059840-Reviews-Kimberly_Spa-Seminyak_Kuta_District_Bali.html
Spa Bali Seminyak - Seminyak,['Spa & Kebugaran (164)'],853,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1784209-Reviews-Spa_Bali_Seminyak-Seminyak_Kuta_District_Bali.html
The Spa at Blu-Zea Resort - Seminyak,['Spa & Kebugaran (164)'],111,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2311992-Reviews-The_Spa_at_Blu_Zea_Resort-Seminyak_Kuta_District_Bali.html
Spa Bali Drupadi - Seminyak,['Spa & Kebugaran (164)'],270,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6518089-Reviews-Spa_Bali_Drupadi-Seminyak_Kuta_District_Bali.html
Zema Healing - Seminyak,['Spa & Kebugaran (164)'],125,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7222052-Reviews-Zema_Healing-Seminyak_Kuta_District_Bali.html
Glo Day Spa & Salon Seminyak - Seminyak,['Spa & Kebugaran (164)'],338,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2306159-Reviews-Glo_Day_Spa_Salon_Seminyak-Seminyak_Kuta_District_Bali.html
Anggita spa - Seminyak,['Spa & Kebugaran (164)'],256,https://www.tripadvisor.co.id/Attraction_Review-g469404-d9778660-Reviews-Anggita_spa-Seminyak_Kuta_District_Bali.html
Montigo Spa Seminyak - Seminyak,['Spa & Kebugaran (164)'],57,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12453917-Reviews-Montigo_Spa_Seminyak-Seminyak_Kuta_District_Bali.html
Agung Bali Driver Seminyak - Day Tours - Seminyak,['Aktivitas Luar Ruangan (140)'],78,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8783293-Reviews-Agung_Bali_Driver_Seminyak_Day_Tours-Seminyak_Kuta_District_Bali.html
KoiBali Tour - Seminyak,"['Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",62,https://www.tripadvisor.co.id/Attraction_Review-g469404-d15836309-Reviews-KoiBali_Tour-Seminyak_Kuta_District_Bali.html
Private Bali Tours - Tur Harian - Seminyak,['Aktivitas Luar Ruangan (140)'],106,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3809183-Reviews-Private_Bali_Tours_Day_Tours-Seminyak_Kuta_District_Bali.html
Mount Batur Sunrise Trekking - Seminyak,['Aktivitas Luar Ruangan (140)'],56,https://www.tripadvisor.co.id/Attraction_Review-g469404-d11897777-Reviews-Mount_Batur_Sunrise_Trekking-Seminyak_Kuta_District_Bali.html
KIMA Surfari - Seminyak,"['Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",147,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1903721-Reviews-KIMA_Surfari-Seminyak_Kuta_District_Bali.html
Pantai Double Six - Seminyak,"['Aktivitas Luar Ruangan (140)', 'Wisata Alam & Taman (4)', 'Cocok untuk Pasangan (153)', 'Harga terjangkau (96)', 'Lokasi bulan madu (72)', 'Cocok untuk Anak-Anak (61)', 'Cocok untuk Kelompok Besar (61)', 'Masuk Gratis (38)']",2025,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3780963-Reviews-Double_Six_Beach-Seminyak_Kuta_District_Bali.html
Nautilus Diving Bali - Seminyak,"['Aktivitas Luar Ruangan (140)', 'Tur dengan Perahu & Olahraga Air (73)']",113,https://www.tripadvisor.co.id/Attraction_Review-g469404-d2037971-Reviews-Nautilus_Diving_Bali-Seminyak_Kuta_District_Bali.html
JOz Bali - Seminyak,['Aktivitas Luar Ruangan (140)'],84,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3626265-Reviews-JOz_Bali-Seminyak_Kuta_District_Bali.html
Pantai Seminyak - Seminyak,"['Aktivitas Luar Ruangan (140)', 'Wisata Alam & Taman (4)', 'Cocok untuk Pasangan (153)', 'Harga terjangkau (96)', 'Lokasi bulan madu (72)', 'Cocok untuk Anak-Anak (61)', 'Cocok untuk Kelompok Besar (61)', 'Masuk Gratis (38)']",5627,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1111882-Reviews-Seminyak_Beach-Seminyak_Kuta_District_Bali.html
Purpa Fine Art Gallery - Seminyak,"['Tempat Belanja (74)', 'Museum (11)', 'Bagus Saat Hujan (162)', 'Cocok untuk Pasangan (153)', 'Masuk Gratis (38)', 'Tempat yang Belum Populer (12)']",123,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8608126-Reviews-Purpa_Fine_Art_Gallery_Seminyak-Seminyak_Kuta_District_Bali.html
Nyaman Gallery - Seminyak,"['Tempat Belanja (74)', 'Museum (11)', 'Bagus Saat Hujan (162)', 'Masuk Gratis (38)']",146,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7797188-Reviews-Nyaman_Gallery-Seminyak_Kuta_District_Bali.html
Krakakoa Chocolate Factory & Store - Seminyak,['Tempat Belanja (74)'],63,https://www.tripadvisor.co.id/Attraction_Review-g469404-d15020105-Reviews-Krakakoa_Chocolate_Factory_Store-Seminyak_Kuta_District_Bali.html
Penjahit dan Toko kulit NIKKI COLLECTIONS - Seminyak,['Tempat Belanja (74)'],175,https://www.tripadvisor.co.id/Attraction_Review-g469404-d4945626-Reviews-NIKKI_COLLECTIONS_Tailor_Leather-Seminyak_Kuta_District_Bali.html
Olgabali Tailor - Seminyak,['Tempat Belanja (74)'],148,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10166749-Reviews-Olgabali_Tailor-Seminyak_Kuta_District_Bali.html
Toko Emporium - Seminyak,['Tempat Belanja (74)'],112,https://www.tripadvisor.co.id/Attraction_Review-g469404-d5827846-Reviews-Toko_Emporium-Seminyak_Kuta_District_Bali.html
Lemona Leather and Tailor - Seminyak,['Tempat Belanja (74)'],107,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7200399-Reviews-Lemona_Leather_and_Tailor-Seminyak_Kuta_District_Bali.html
Kim Soo - Seminyak,['Tempat Belanja (74)'],135,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10044959-Reviews-Kim_Soo-Seminyak_Kuta_District_Bali.html
Feather & Find - Seminyak,['Tempat Belanja (74)'],57,https://www.tripadvisor.co.id/Attraction_Review-g469404-d5502988-Reviews-Feather_Find-Seminyak_Kuta_District_Bali.html
Bali Driver Holiday - Day Tours - Seminyak,"['Tempat Belanja (74)', 'Tur dengan Perahu & Olahraga Air (73)']",63,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8504335-Reviews-Bali_Driver_Holiday_Day_Tours-Seminyak_Kuta_District_Bali.html
Brahmana Bali Tour - Seminyak,['Tempat Belanja (74)'],28,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12799723-Reviews-Brahmana_Bali_Tour-Seminyak_Kuta_District_Bali.html
Galeri Positive Negative Visual - Seminyak,"['Tempat Belanja (74)', 'Museum (11)', 'Bagus Saat Hujan (162)', 'Masuk Gratis (38)']",59,https://www.tripadvisor.co.id/Attraction_Review-g469404-d4721616-Reviews-Positive_Negative_Visual_Gallery-Seminyak_Kuta_District_Bali.html
Seminyak Village - Seminyak,"['Tempat Belanja (74)', 'Bagus Saat Hujan (162)', 'Cocok untuk Anak-Anak (61)', 'Masuk Gratis (38)']",306,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8803736-Reviews-Seminyak_Village-Seminyak_Kuta_District_Bali.html
Nacivet Art Gallery - Seminyak,"['Tempat Belanja (74)', 'Museum (11)', 'Bagus Saat Hujan (162)', 'Masuk Gratis (38)']",26,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10457358-Reviews-Nacivet_Art_Gallery-Seminyak_Kuta_District_Bali.html
Reservoart - Seminyak,"['Tempat Belanja (74)', 'Museum (11)', 'Bagus Saat Hujan (162)', 'Masuk Gratis (38)']",24,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10044522-Reviews-Reservoart-Seminyak_Kuta_District_Bali.html
Tirta Bali Driver - Day Tour - Seminyak,"['Tempat Belanja (74)', 'Tur dengan Perahu & Olahraga Air (73)']",21,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8555941-Reviews-Tirta_Bali_Driver_Day_Tour-Seminyak_Kuta_District_Bali.html
Cosebelle - Seminyak,['Tempat Belanja (74)'],1,https://www.tripadvisor.co.id/Attraction_Review-g469404-d21207378-Reviews-Cosebelle-Seminyak_Kuta_District_Bali.html
BikeBoss BaliBikeTours - Seminyak,"['Tempat Belanja (74)', 'Hiburan malam (25)']",1,https://www.tripadvisor.co.id/Attraction_Review-g469404-d20001574-Reviews-BikeBoss_BaliBikeTours-Seminyak_Kuta_District_Bali.html
Karmen & Marius - Seminyak,"['Tempat Belanja (74)', 'Hiburan malam (25)']",42,https://www.tripadvisor.co.id/Attraction_Review-g469404-d6729718-Reviews-Karmen_Marius-Seminyak_Kuta_District_Bali.html
Nyaman Boutique - Seminyak,['Tempat Belanja (74)'],17,https://www.tripadvisor.co.id/Attraction_Review-g469404-d7937513-Reviews-Nyaman_Boutique-Seminyak_Kuta_District_Bali.html
Divine Diva Shop - Seminyak,['Tempat Belanja (74)'],25,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12829673-Reviews-Divine_Diva_Shop-Seminyak_Kuta_District_Bali.html
Folkart Gallery Bali - Seminyak,"['Tempat Belanja (74)', 'Bagus Saat Hujan (162)', 'Masuk Gratis (38)']",21,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3308217-Reviews-Folkart_Gallery_Bali-Seminyak_Kuta_District_Bali.html
Palm Lagoon - Seminyak,['Tempat Belanja (74)'],16,https://www.tripadvisor.co.id/Attraction_Review-g469404-d16812169-Reviews-Palm_Lagoon-Seminyak_Kuta_District_Bali.html
Panji Bali Driver Reliable - Tur Harian - Seminyak,['Tempat Belanja (74)'],14,https://www.tripadvisor.co.id/Attraction_Review-g469404-d8028257-Reviews-Panji_Bali_Driver_Reliable_Day_Tours-Seminyak_Kuta_District_Bali.html
Makassi - Seminyak,['Tempat Belanja (74)'],17,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3749783-Reviews-Makassi-Seminyak_Kuta_District_Bali.html
Saya Gallery - Seminyak,"['Tempat Belanja (74)', 'Museum (11)', 'Bagus Saat Hujan (162)', 'Masuk Gratis (38)']",22,https://www.tripadvisor.co.id/Attraction_Review-g469404-d10112115-Reviews-Saya_Gallery-Seminyak_Kuta_District_Bali.html
Seminyak Square - Seminyak,"['Tempat Belanja (74)', 'Masuk Gratis (38)']",724,https://www.tripadvisor.co.id/Attraction_Review-g469404-d1994537-Reviews-Seminyak_Square-Seminyak_Kuta_District_Bali.html
Bali Mate - Seminyak,"['Tur dengan Perahu & Olahraga Air (73)', 'Transportasi (45)']",15,https://www.tripadvisor.co.id/Attraction_Review-g469404-d20019627-Reviews-Bali_Mate-Seminyak_Kuta_District_Bali.html
Day Trip Bali - Seminyak,"['Tur dengan Perahu & Olahraga Air (73)', 'Transportasi (45)']",31,https://www.tripadvisor.co.id/Attraction_Review-g469404-d17820260-Reviews-Day_Trip_Bali-Seminyak_Kuta_District_Bali.html
Dungky Bali Tour - Seminyak,['Tur dengan Perahu & Olahraga Air (73)'],89,https://www.tripadvisor.co.id/Attraction_Review-g469404-d12377702-Reviews-Dungky_Bali_Tour-Seminyak_Kuta_District_Bali.html
Double D Surf School - Kursus berselancar - Seminyak,['Tur dengan Perahu & Olahraga Air (73)'],62,https://www.tripadvisor.co.id/Attraction_Review-g469404-d3292123-Reviews-Double_D_Surf_School-Seminyak_Kuta_District_Bali.html
Wira Bali Tour & Transport Services - Seminyak,"['Tur dengan Perahu & Olahraga Air (73)', 'Makanan & Minuman (23)']",42,https://www.tripadvisor.co.id/Attraction_Review-g469404-d13496807-Reviews-Wira_Bali_Tour_Transport_Services-Seminyak_Kuta_District_Bali.html
